Shipment_ID,Shipment_Date,Year,Month,Cargo_Season,Commodity_Type,Commodity_Risk_Level,Shipper_Company_Name,Shipper_Compliance_Score,Consignee_Company_Name,Consignee_Compliance_Score,Shipment_Value_USD,Weight_KG,Previous_Violations,Missing_Documents,Inspection_Required
SHP00189,2022-04-03,2022,4,Eid,Machinery,Medium,Heavy Equipment Exporters,70,Riyadh Equipment Group,72,56230,13568,3,No,0
SHP00190,2023-02-08,2023,2,Regular,Automotive Parts,Medium,Auto Components Ltd,80,Saudi Auto Imports,72,472555,27405,1,No,0
SHP00191,2023-02-24,2023,2,Regular,Agricultural Products,Low,Green Farm Exports,83,Saudi Agriculture Imports,85,163932,22065,0,No,0
SHP00192,2022-07-05,2022,7,Hajj,Machinery,Medium,Global Machinery Solutions,31,Riyadh Equipment Group,72,87652,20148,4,No,0
SHP00193,2022-04-10,2022,4,Eid,Food Products,Low,Premium Foods Ltd,94,Saudi Food Imports,82,405777,9181,0,No,0
SHP00194,2022-11-14,2022,11,Year_End_Peak,Machinery,Medium,Heavy Equipment Exporters,70,Saudi Industrial Imports,72,97059,29102,3,No,0
SHP00195,2022-01-28,2022,1,Regular,Pharmaceuticals,High,Sun Pharma Logistics,42,Riyadh Healthcare Imports,42,327818,25878,6,No,1
SHP00196,2022-10-28,2022,10,Regular,Food Products,Low,Fresh Foods Exporters,99,Jeddah Grocery Group,83,233750,6480,1,No,0
SHP00197,2024-04-23,2024,4,Eid,Medical Equipment,High,Healthcare Equipment Exporters,49,Riyadh Medical Distribution,57,436456,6326,4,No,1
SHP00198,2025-07-31,2025,7,Hajj,Medical Equipment,High,Global Medical Devices,51,Jeddah Healthcare Supplies,77,299090,22486,4,No,0
SHP00199,2025-10-22,2025,10,Regular,Machinery,Medium,Global Machinery Solutions,31,Jeddah Machinery Traders,49,132691,17708,10,No,1
SHP00200,2024-10-21,2024,10,Regular,Food Products,Low,Premium Foods Ltd,94,Saudi Food Imports,82,395274,20727,0,No,0
SHP00201,2023-05-05,2023,5,Regular,Textiles,Low,ABC Textile Mills,94,Jeddah Textile Imports,93,249500,2339,1,No,0
SHP00202,2024-11-28,2024,11,Year_End_Peak,Consumer Goods,Low,Premium Consumer Goods,69,Riyadh Retail Distribution,60,400854,6620,5,No,0
SHP00203,2022-11-04,2022,11,Year_End_Peak,Pharmaceuticals,High,Cipla Pharma Exports,65,Riyadh Healthcare Imports,42,306897,17325,9,No,1
SHP00204,2025-10-13,2025,10,Regular,Automotive Parts,Medium,Premium Auto Exports,81,Jeddah Vehicle Parts,89,387542,12423,0,No,0
SHP00205,2022-04-24,2022,4,Eid,Pharmaceuticals,High,Pfizer Manufacturing,67,Saudi Medical Supplies,77,213112,24139,1,No,0
SHP00206,2024-12-12,2024,12,Year_End_Peak,Automotive Parts,Medium,Global Auto Parts,78,Riyadh Auto Traders,77,159056,11915,3,Yes,0
SHP00207,2025-03-30,2025,3,Ramadan,Medical Equipment,High,Healthcare Equipment Exporters,49,Riyadh Medical Distribution,57,219200,13025,4,No,1
SHP00208,2023-05-09,2023,5,Regular,Textiles,Low,Global Garments Exporters,94,Jeddah Textile Imports,93,485965,4164,0,No,0
SHP00209,2025-09-29,2025,9,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Jeddah Machinery Traders,49,116142,26250,13,No,0
SHP00210,2024-04-07,2024,4,Eid,Medical Equipment,High,Healthcare Equipment Exporters,49,Saudi Medical Equipment,51,215432,12642,7,Yes,1
SHP00211,2024-08-31,2024,8,Regular,Agricultural Products,Low,Agri Trade International,93,Riyadh Farm Supplies,81,288681,3039,1,No,0
SHP00212,2025-05-29,2025,5,Regular,Agricultural Products,Low,Green Farm Exports,83,Riyadh Farm Supplies,81,136832,61,1,No,0
SHP00213,2024-08-01,2024,8,Regular,Food Products,Low,Fresh Foods Exporters,99,Saudi Food Imports,82,213781,27171,0,No,0
SHP00214,2025-02-14,2025,2,Regular,Medical Equipment,High,Global Medical Devices,51,Saudi Medical Equipment,51,129803,8956,7,No,1
SHP00215,2024-08-21,2024,8,Regular,Automotive Parts,Medium,Global Auto Parts,78,Riyadh Auto Traders,77,356891,27167,3,No,0
SHP00216,2022-01-02,2022,1,Regular,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,175668,23221,0,No,0
SHP00217,2024-06-27,2024,6,Hajj,Food Products,Low,Global Food Traders,84,Saudi Food Imports,82,483238,18793,0,No,1
SHP00218,2025-11-09,2025,11,Year_End_Peak,Consumer Goods,Low,Consumer Products Ltd,74,Jeddah Consumer Imports,60,43668,13723,6,No,1
SHP00219,2023-12-27,2023,12,Year_End_Peak,Medical Equipment,High,Healthcare Equipment Exporters,49,Saudi Medical Equipment,51,184321,4666,5,No,1
SHP00220,2025-03-23,2025,3,Ramadan,Automotive Parts,Medium,Auto Components Ltd,80,Riyadh Auto Traders,77,252459,12387,4,No,0
SHP00221,2024-09-19,2024,9,Regular,Food Products,Low,Premium Foods Ltd,94,Saudi Food Imports,82,261337,29302,1,No,0
SHP00222,2023-02-23,2023,2,Regular,Food Products,Low,Premium Foods Ltd,94,Riyadh Food Distribution,88,286855,26172,1,No,0
SHP00223,2025-10-29,2025,10,Regular,Food Products,Low,Premium Foods Ltd,94,Riyadh Food Distribution,88,127888,23036,2,No,0
SHP00224,2022-10-15,2022,10,Regular,Food Products,Low,Global Food Traders,84,Saudi Food Imports,82,171604,21535,1,No,0
SHP00225,2023-03-01,2023,3,Ramadan,Food Products,Low,Premium Foods Ltd,94,Riyadh Food Distribution,88,378539,18238,0,Yes,0
SHP00226,2024-02-15,2024,2,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Riyadh Equipment Group,72,166575,26211,1,No,0
SHP00227,2023-12-28,2023,12,Year_End_Peak,Pharmaceuticals,High,Pfizer Manufacturing,67,Riyadh Healthcare Imports,42,126541,25858,10,No,1
SHP00228,2023-03-29,2023,3,Ramadan,Medical Equipment,High,Global Medical Devices,51,Riyadh Medical Distribution,57,292126,257,5,No,1
SHP00229,2024-09-06,2024,9,Regular,Chemicals,High,BASF Chemicals,50,Saudi Chemical Imports,54,232055,15951,5,No,1
SHP00230,2022-10-13,2022,10,Regular,Automotive Parts,Medium,Premium Auto Exports,81,Saudi Auto Imports,72,145467,20471,1,No,0
SHP00231,2024-01-08,2024,1,Regular,Textiles,Low,Global Garments Exporters,94,Riyadh Garment Trading,87,120264,5832,2,No,0
SHP00232,2024-01-31,2024,1,Regular,Medical Equipment,High,MedTech Equipment Ltd,42,Saudi Medical Equipment,51,347560,22396,7,No,1
SHP00233,2022-11-07,2022,11,Year_End_Peak,Machinery,Medium,Global Machinery Solutions,31,Jeddah Machinery Traders,49,346506,25031,14,No,1
SHP00234,2025-06-16,2025,6,Hajj,Electronics,Medium,Tech Devices Ltd,66,Riyadh Digital Traders,83,144401,27351,1,No,0
SHP00235,2024-12-26,2024,12,Year_End_Peak,Food Products,Low,Global Food Traders,84,Riyadh Food Distribution,88,489371,7743,0,No,0
SHP00236,2024-07-19,2024,7,Hajj,Pharmaceuticals,High,Sun Pharma Logistics,42,Riyadh Healthcare Imports,42,204981,5957,8,No,1
SHP00237,2022-06-13,2022,6,Hajj,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,223317,4967,2,No,0
SHP00238,2025-02-14,2025,2,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Riyadh Healthcare Imports,42,246127,3014,15,Yes,1
SHP00239,2022-05-08,2022,5,Regular,Textiles,Low,Global Garments Exporters,94,Riyadh Garment Trading,87,252537,19470,2,Yes,0
SHP00240,2023-10-25,2023,10,Regular,Chemicals,High,Industrial Chemicals Ltd,40,Jeddah Industrial Chemicals,74,466182,7204,3,Yes,1
SHP00241,2025-06-30,2025,6,Hajj,Consumer Goods,Low,Premium Consumer Goods,69,Saudi Retail Group,68,489910,25082,3,No,0
SHP00242,2024-06-01,2024,6,Hajj,Food Products,Low,Fresh Foods Exporters,99,Jeddah Grocery Group,83,98359,25025,1,No,0
SHP00243,2025-11-04,2025,11,Year_End_Peak,Textiles,Low,Cotton Weave Industries,80,Saudi Fashion Retail,84,200900,9061,1,No,0
SHP00244,2024-02-07,2024,2,Regular,Chemicals,High,BASF Chemicals,50,Saudi Chemical Imports,54,359918,26765,8,No,1
SHP00245,2023-01-21,2023,1,Regular,Automotive Parts,Medium,Auto Components Ltd,80,Riyadh Auto Traders,77,117981,4887,2,No,0
SHP00246,2024-06-19,2024,6,Hajj,Electronics,Medium,Samsung Electronics Export,71,Jeddah Tech Distribution,77,61428,22790,4,No,0
SHP00247,2024-09-21,2024,9,Regular,Electronics,Medium,Global Electronics Trading,82,Jeddah Tech Distribution,77,464547,10684,2,No,0
SHP00248,2023-06-30,2023,6,Hajj,Textiles,Low,ABC Textile Mills,94,Saudi Fashion Retail,84,300631,28461,1,No,0
SHP00249,2023-09-17,2023,9,Regular,Medical Equipment,High,MedTech Equipment Ltd,42,Riyadh Medical Distribution,57,425127,66,8,No,1
SHP00250,2024-10-30,2024,10,Regular,Pharmaceuticals,High,Pfizer Manufacturing,67,Jeddah Pharma Distribution,53,414497,28721,7,No,1
SHP00251,2023-12-27,2023,12,Year_End_Peak,Consumer Goods,Low,Consumer Products Ltd,74,Saudi Retail Group,68,155544,16512,6,No,1
SHP00252,2023-03-25,2023,3,Ramadan,Food Products,Low,Premium Foods Ltd,94,Riyadh Food Distribution,88,224332,9273,2,No,0
SHP00253,2024-11-06,2024,11,Year_End_Peak,Automotive Parts,Medium,Auto Components Ltd,80,Saudi Auto Imports,72,148603,22854,2,No,0
SHP00254,2023-02-03,2023,2,Regular,Chemicals,High,BASF Chemicals,50,Saudi Chemical Imports,54,498030,27172,7,No,1
SHP00255,2025-09-05,2025,9,Regular,Agricultural Products,Low,Agri Trade International,93,Riyadh Farm Supplies,81,305677,28320,2,No,0
SHP00256,2024-08-03,2024,8,Regular,Chemicals,High,Industrial Chemicals Ltd,40,Jeddah Industrial Chemicals,74,209432,18261,4,No,1
SHP00257,2022-05-29,2022,5,Regular,Textiles,Low,Cotton Weave Industries,80,Jeddah Textile Imports,93,419443,6028,1,No,0
SHP00258,2024-06-10,2024,6,Hajj,Pharmaceuticals,High,Pfizer Manufacturing,67,Riyadh Healthcare Imports,42,189938,16955,9,No,1
SHP00259,2024-04-25,2024,4,Eid,Agricultural Products,Low,Green Farm Exports,83,Jeddah Agri Traders,95,106432,11939,0,No,0
SHP00260,2022-04-23,2022,4,Eid,Consumer Goods,Low,Premium Consumer Goods,69,Saudi Retail Group,68,455548,12308,4,No,0
SHP00261,2025-11-21,2025,11,Year_End_Peak,Automotive Parts,Medium,Global Auto Parts,78,Saudi Auto Imports,72,16997,14265,4,Yes,0
SHP00262,2022-09-13,2022,9,Regular,Machinery,Medium,Global Machinery Solutions,31,Jeddah Machinery Traders,49,59005,20764,7,No,0
SHP00263,2023-03-12,2023,3,Ramadan,Pharmaceuticals,High,Pfizer Manufacturing,67,Jeddah Pharma Distribution,53,45638,26112,7,No,1
SHP00264,2023-11-27,2023,11,Year_End_Peak,Chemicals,High,Industrial Chemicals Ltd,40,Saudi Chemical Imports,54,272038,18087,5,No,1
SHP00265,2025-07-28,2025,7,Hajj,Automotive Parts,Medium,Auto Components Ltd,80,Riyadh Auto Traders,77,161878,22713,1,No,0
SHP00266,2025-02-01,2025,2,Regular,Chemicals,High,Global Chemical Exports,58,Saudi Chemical Imports,54,22727,10097,6,No,1
SHP00267,2024-12-25,2024,12,Year_End_Peak,Medical Equipment,High,Global Medical Devices,51,Saudi Medical Equipment,51,68695,5182,7,No,1
SHP00268,2023-07-20,2023,7,Hajj,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,195509,17471,2,No,0
SHP00269,2024-10-11,2024,10,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Riyadh Equipment Group,72,275231,23812,1,No,0
SHP00270,2024-10-10,2024,10,Regular,Chemicals,High,BASF Chemicals,50,Jeddah Industrial Chemicals,74,24705,1878,4,Yes,0
SHP00271,2022-07-07,2022,7,Hajj,Medical Equipment,High,Healthcare Equipment Exporters,49,Jeddah Healthcare Supplies,77,432020,15429,2,No,0
SHP00272,2022-12-02,2022,12,Year_End_Peak,Agricultural Products,Low,Harvest Exporters,84,Saudi Agriculture Imports,85,358430,6693,1,No,0
SHP00273,2022-06-08,2022,6,Hajj,Chemicals,High,Industrial Chemicals Ltd,40,Riyadh Chemical Distribution,67,373528,3440,5,No,1
SHP00274,2025-02-14,2025,2,Regular,Textiles,Low,Global Garments Exporters,94,Jeddah Textile Imports,93,246439,10308,1,No,0
SHP00275,2025-02-10,2025,2,Regular,Medical Equipment,High,Healthcare Equipment Exporters,49,Jeddah Healthcare Supplies,77,34787,21671,4,No,0
SHP00276,2023-02-03,2023,2,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,162326,18559,1,No,0
SHP00277,2022-05-18,2022,5,Regular,Pharmaceuticals,High,Sun Pharma Logistics,42,Saudi Medical Supplies,77,47850,21502,4,No,0
SHP00278,2025-12-20,2025,12,Year_End_Peak,Chemicals,High,Global Chemical Exports,58,Riyadh Chemical Distribution,67,393493,5067,5,No,1
SHP00279,2025-01-02,2025,1,Regular,Automotive Parts,Medium,Auto Components Ltd,80,Jeddah Vehicle Parts,89,372043,15991,1,No,0
SHP00280,2025-08-29,2025,8,Regular,Textiles,Low,ABC Textile Mills,94,Saudi Fashion Retail,84,43821,27482,0,No,1
SHP00281,2024-09-11,2024,9,Regular,Textiles,Low,Global Garments Exporters,94,Saudi Fashion Retail,84,417468,15311,0,No,0
SHP00282,2022-09-27,2022,9,Regular,Consumer Goods,Low,Global Retail Exporters,76,Riyadh Retail Distribution,60,444273,28097,6,No,0
SHP00283,2023-08-19,2023,8,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Riyadh Healthcare Imports,42,281825,17308,9,No,1
SHP00284,2025-11-23,2025,11,Year_End_Peak,Pharmaceuticals,High,Pfizer Manufacturing,67,Saudi Medical Supplies,77,116359,7977,3,No,0
SHP00285,2023-05-07,2023,5,Regular,Consumer Goods,Low,Global Retail Exporters,76,Jeddah Consumer Imports,60,112487,22719,2,No,0
SHP00286,2024-09-10,2024,9,Regular,Electronics,Medium,Global Electronics Trading,82,Jeddah Tech Distribution,77,281466,24996,4,No,0
SHP00287,2024-06-13,2024,6,Hajj,Agricultural Products,Low,Harvest Exporters,84,Saudi Agriculture Imports,85,409568,647,1,No,0
SHP00288,2023-02-27,2023,2,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Saudi Industrial Imports,72,46232,21058,2,No,0
SHP00289,2022-01-22,2022,1,Regular,Medical Equipment,High,Healthcare Equipment Exporters,49,Jeddah Healthcare Supplies,77,331817,23419,1,No,0
SHP00290,2022-12-10,2022,12,Year_End_Peak,Consumer Goods,Low,Consumer Products Ltd,74,Riyadh Retail Distribution,60,31651,4716,5,No,0
SHP00291,2022-02-01,2022,2,Regular,Food Products,Low,Premium Foods Ltd,94,Saudi Food Imports,82,281852,12869,1,No,0
SHP00292,2022-08-01,2022,8,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,409155,831,3,No,0
SHP00293,2025-07-01,2025,7,Hajj,Chemicals,High,Industrial Chemicals Ltd,40,Jeddah Industrial Chemicals,74,175023,25693,1,No,0
SHP00294,2025-12-21,2025,12,Year_End_Peak,Chemicals,High,Industrial Chemicals Ltd,40,Riyadh Chemical Distribution,67,138924,29028,5,No,1
SHP00295,2023-04-21,2023,4,Eid,Medical Equipment,High,Healthcare Equipment Exporters,49,Jeddah Healthcare Supplies,77,339083,25110,2,No,0
SHP00296,2025-05-18,2025,5,Regular,Agricultural Products,Low,Harvest Exporters,84,Riyadh Farm Supplies,81,401187,29189,0,No,0
SHP00297,2022-02-09,2022,2,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Riyadh Equipment Group,72,372616,26893,3,No,0
SHP00298,2022-09-17,2022,9,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Saudi Industrial Imports,72,449877,26407,1,No,0
SHP00299,2023-07-29,2023,7,Hajj,Food Products,Low,Global Food Traders,84,Saudi Food Imports,82,315900,17103,2,No,0
SHP00300,2022-05-11,2022,5,Regular,Electronics,Medium,Global Electronics Trading,82,Riyadh Digital Traders,83,289963,3914,1,No,0
SHP00301,2022-09-22,2022,9,Regular,Textiles,Low,Global Garments Exporters,94,Saudi Fashion Retail,84,96665,695,0,No,0
SHP00302,2023-04-02,2023,4,Eid,Automotive Parts,Medium,Global Auto Parts,78,Jeddah Vehicle Parts,89,213695,13587,0,No,0
SHP00303,2022-07-09,2022,7,Hajj,Electronics,Medium,Tech Devices Ltd,66,Riyadh Digital Traders,83,26556,26324,2,No,0
SHP00304,2022-10-06,2022,10,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Saudi Industrial Imports,72,138488,7030,2,Yes,0
SHP00305,2024-12-25,2024,12,Year_End_Peak,Chemicals,High,Industrial Chemicals Ltd,40,Riyadh Chemical Distribution,67,206735,10537,5,No,1
SHP00306,2022-01-01,2022,1,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Jeddah Consumer Imports,60,168670,9096,6,No,0
SHP00307,2022-05-23,2022,5,Regular,Automotive Parts,Medium,Auto Components Ltd,80,Jeddah Vehicle Parts,89,466122,9578,0,No,0
SHP00308,2023-01-28,2023,1,Regular,Chemicals,High,Global Chemical Exports,58,Saudi Chemical Imports,54,51939,29566,4,No,1
SHP00309,2025-10-09,2025,10,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Saudi Retail Group,68,466453,2647,3,No,0
SHP00310,2023-08-19,2023,8,Regular,Electronics,Medium,Samsung Electronics Export,71,Riyadh Digital Traders,83,140544,16857,2,No,0
SHP00311,2024-08-04,2024,8,Regular,Chemicals,High,BASF Chemicals,50,Riyadh Chemical Distribution,67,240017,21828,4,No,1
SHP00312,2025-10-30,2025,10,Regular,Medical Equipment,High,MedTech Equipment Ltd,42,Riyadh Medical Distribution,57,117219,13124,5,No,1
SHP00313,2023-04-10,2023,4,Eid,Medical Equipment,High,MedTech Equipment Ltd,42,Saudi Medical Equipment,51,322855,6866,8,No,1
SHP00314,2022-08-10,2022,8,Regular,Medical Equipment,High,Healthcare Equipment Exporters,49,Saudi Medical Equipment,51,203435,8309,8,No,1
SHP00315,2025-02-24,2025,2,Regular,Food Products,Low,Premium Foods Ltd,94,Riyadh Food Distribution,88,286711,2574,2,No,0
SHP00316,2023-10-23,2023,10,Regular,Automotive Parts,Medium,Premium Auto Exports,81,Saudi Auto Imports,72,473367,25925,2,No,0
SHP00317,2025-09-09,2025,9,Regular,Chemicals,High,BASF Chemicals,50,Jeddah Industrial Chemicals,74,272312,21011,3,No,0
SHP00318,2023-03-14,2023,3,Ramadan,Medical Equipment,High,MedTech Equipment Ltd,42,Saudi Medical Equipment,51,289793,29541,5,No,1
SHP00319,2022-05-12,2022,5,Regular,Food Products,Low,Premium Foods Ltd,94,Jeddah Grocery Group,83,149934,10637,2,No,0
SHP00320,2025-03-31,2025,3,Ramadan,Food Products,Low,Premium Foods Ltd,94,Jeddah Grocery Group,83,325968,10034,1,No,0
SHP00321,2024-02-19,2024,2,Regular,Machinery,Medium,Global Machinery Solutions,31,Saudi Industrial Imports,72,136450,7865,2,No,0
SHP00322,2022-05-22,2022,5,Regular,Chemicals,High,Global Chemical Exports,58,Jeddah Industrial Chemicals,74,346519,23326,2,Yes,1
SHP00323,2025-04-28,2025,4,Eid,Consumer Goods,Low,Consumer Products Ltd,74,Jeddah Consumer Imports,60,431634,29125,6,No,0
SHP00324,2025-10-18,2025,10,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Riyadh Equipment Group,72,486757,22810,4,No,0
SHP00325,2022-07-02,2022,7,Hajj,Medical Equipment,High,Healthcare Equipment Exporters,49,Riyadh Medical Distribution,57,23054,4542,6,No,1
SHP00326,2025-04-06,2025,4,Eid,Chemicals,High,Industrial Chemicals Ltd,40,Saudi Chemical Imports,54,45363,12921,8,No,1
SHP00327,2024-09-14,2024,9,Regular,Agricultural Products,Low,Harvest Exporters,84,Riyadh Farm Supplies,81,344492,4665,1,No,0
SHP00328,2024-04-29,2024,4,Eid,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,463785,5493,6,No,1
SHP00329,2025-01-12,2025,1,Regular,Electronics,Medium,Samsung Electronics Export,71,Riyadh Digital Traders,83,365256,16765,2,No,0
SHP00330,2022-04-15,2022,4,Eid,Agricultural Products,Low,Green Farm Exports,83,Jeddah Agri Traders,95,445865,1892,0,No,0
SHP00331,2024-02-10,2024,2,Regular,Textiles,Low,Cotton Weave Industries,80,Jeddah Textile Imports,93,257453,27340,0,No,0
SHP00332,2022-09-25,2022,9,Regular,Chemicals,High,BASF Chemicals,50,Saudi Chemical Imports,54,3282,1906,4,No,0
SHP00333,2025-08-10,2025,8,Regular,Automotive Parts,Medium,Premium Auto Exports,81,Saudi Auto Imports,72,473501,17564,2,No,0
SHP00334,2025-04-26,2025,4,Eid,Pharmaceuticals,High,Cipla Pharma Exports,65,Saudi Medical Supplies,77,363271,17908,3,No,0
SHP00335,2023-07-14,2023,7,Hajj,Agricultural Products,Low,Harvest Exporters,84,Saudi Agriculture Imports,85,246754,1191,1,No,0
SHP00336,2022-01-07,2022,1,Regular,Textiles,Low,Global Garments Exporters,94,Jeddah Textile Imports,93,433548,26217,0,Yes,0
SHP00337,2024-07-02,2024,7,Hajj,Chemicals,High,Industrial Chemicals Ltd,40,Riyadh Chemical Distribution,67,121234,11296,3,No,1
SHP00338,2024-07-18,2024,7,Hajj,Textiles,Low,Cotton Weave Industries,80,Saudi Fashion Retail,84,92575,27901,1,No,0
SHP00339,2025-10-31,2025,10,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Riyadh Retail Distribution,60,361890,28276,3,No,0
SHP00340,2025-06-11,2025,6,Hajj,Chemicals,High,Industrial Chemicals Ltd,40,Jeddah Industrial Chemicals,74,158489,18743,2,No,0
SHP00341,2022-06-19,2022,6,Hajj,Automotive Parts,Medium,Premium Auto Exports,81,Jeddah Vehicle Parts,89,32778,27784,0,No,0
SHP00342,2023-03-07,2023,3,Ramadan,Textiles,Low,Cotton Weave Industries,80,Jeddah Textile Imports,93,232312,26782,1,No,0
SHP00343,2023-11-05,2023,11,Year_End_Peak,Machinery,Medium,Heavy Equipment Exporters,70,Jeddah Machinery Traders,49,349980,5548,12,No,1
SHP00344,2024-02-01,2024,2,Regular,Electronics,Medium,Samsung Electronics Export,71,Jeddah Tech Distribution,77,1340,11231,2,No,0
SHP00345,2025-07-27,2025,7,Hajj,Chemicals,High,Global Chemical Exports,58,Jeddah Industrial Chemicals,74,38772,25760,2,No,0
SHP00346,2025-05-22,2025,5,Regular,Medical Equipment,High,Global Medical Devices,51,Saudi Medical Equipment,51,176767,6955,4,No,1
SHP00347,2022-03-05,2022,3,Ramadan,Automotive Parts,Medium,Premium Auto Exports,81,Saudi Auto Imports,72,419058,26471,2,No,0
SHP00348,2024-09-03,2024,9,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Saudi Retail Group,68,47099,2010,4,No,0
SHP00349,2023-09-12,2023,9,Regular,Textiles,Low,Cotton Weave Industries,80,Jeddah Textile Imports,93,96071,12919,1,No,0
SHP00350,2023-12-05,2023,12,Year_End_Peak,Medical Equipment,High,Healthcare Equipment Exporters,49,Riyadh Medical Distribution,57,368090,3875,4,No,1
SHP00351,2024-02-11,2024,2,Regular,Food Products,Low,Global Food Traders,84,Riyadh Food Distribution,88,492884,20692,1,No,0
SHP00352,2022-05-27,2022,5,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Jeddah Machinery Traders,49,284970,2540,15,No,1
SHP00353,2023-04-25,2023,4,Eid,Machinery,Medium,Heavy Equipment Exporters,70,Riyadh Equipment Group,72,430404,5895,4,No,0
SHP00354,2025-05-12,2025,5,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,144016,20169,8,Yes,1
SHP00355,2022-09-21,2022,9,Regular,Agricultural Products,Low,Harvest Exporters,84,Saudi Agriculture Imports,85,431192,28185,2,No,0
